V2,V4,X,X.1
ZBTB33,WDR74,0.1951165,0.095326314
ZBTB33,BANP,0.1089162,0.008934842
ZBTB33,THAP1,0.1860403,0.086230019
ZBTB33,INTS13,0.3451275,0.245670112
ZBTB33,MAP2K2,0.2384791,0.138785182
ZBTB33,COQ9,0.2223258,0.122595992
ZBTB33,CIAPIN1,0.1794747,0.079649832
ZBTB33,PPP4R3B,0.1693693,0.069522059
ZBTB33,CIP2A,0.3511251,0.251681033
ZBTB33,PTPN4,0.2989355,0.199375676
ZBTB33,SUGP1,0.1978063,0.098022118
ZBTB33,CXCL16,0.2353247,0.135623730
ZBTB33,RFC5,0.1917933,0.091995785
ZBTB33,PPCDC,0.1744342,0.074598195
ZBTB33,NAA35,0.2492378,0.149567736
ZBTB33,BCR,0.1739765,0.074139483
ZBTB33,RPL23A,0.1108555,0.010878394
ZBTB33,RXRB,0.2534501,0.153789314
ZBTB33,NSUN3,0.3164371,0.216916037
ZBTB33,GPATCH3,0.2815012,0.181902668
ZBTB33,TRAPPC2,0.2794548,0.179851771
ZBTB33,PBLD,0.2090056,0.109246219
ZBTB33,IKZF5,0.2100664,0.110309423
ZBTB33,RBM15,0.1058740,0.005885905
ZBTB33,STX5,0.1169892,0.017025777
ZBTB33,SUPT5H,0.1246596,0.024713161
ZBTB33,MRPL57,0.1458917,0.045992312
ZBTB33,METTL16,0.2230990,0.123370913
ZBTB33,WDR77,0.2307484,0.131037273
ZBTB33,NOL9,0.3077517,0.208211401
ZBTB33,THAP7,0.2133091,0.113559313
ZBTB33,ANKRD13C,0.2737018,0.174086005
ZBTB33,THAP2,0.2517894,0.152124988
ZBTB33,GRWD1,0.2006731,0.100895312
ZBTB33,MAD1L1,0.1938576,0.094064629
ZBTB33,SLC25A11,0.2631376,0.163498343
ZBTB33,ZCCHC7,0.1265560,0.026613756
ZBTB33,POLDIP3,0.2396492,0.139957824
ZBTB33,BTBD10,0.2792543,0.179650817
ZBTB33,TMEM79,0.1463715,0.046473225
ZBTB33,CNFN,0.3523704,0.252929060
ZBTB33,MAK16,0.2751620,0.175549378
ZBTB33,CROCCP2,0.1642680,0.064409431
ZBTB33,TMEM209,0.1358343,0.035912648
ZBTB33,WDR73,0.3031268,0.203576231
ZBTB33,STRIP1,0.1960643,0.096276244
ZBTB33,NOP14,0.2227164,0.122987419
ZBTB33,TOP3B,0.1384705,0.038554725
ZBTB33,RSPH1,0.1807898,0.080967823
ZBTB33,KBTBD6,0.2133301,0.113580336
ZBTB33,LRSAM1,0.3295494,0.230057431
ZBTB33,MGME1,0.1300990,0.030164630
ZBTB33,SNAP29,0.2695281,0.169903018
ZBTB33,PAXBP1,0.1915324,0.091734306
ZBTB33,POLR1C,0.4408752,0.341630183
ZBTB33,RAB36,0.2545336,0.154875255
ZNF263,LINC00910,0.1482154,0.048321201
ZNF263,CDKN1A,0.1041654,0.004173470
ZNF263,DNPH1,0.1377591,0.037841761
ZNF263,HEXIM1,0.1907382,0.090938362
ZNF263,RGS14,0.3561652,0.256732247
ZNF263,ANKRD13B,0.2379960,0.138300992
ZNF263,RAVER1,0.1860739,0.086263690
ZNF263,MAP3K8,0.1802344,0.080411224
ZNF263,CRKL,0.1723252,0.072484495
ZNF263,EXOC8,0.2444679,0.144787216
ZNF263,DBP,0.3392377,0.239767194
ZNF263,DPAGT1,0.3129703,0.213441591
ZNF263,DUSP6,0.2778803,0.178273701
ZNF263,MUC20,0.2148247,0.115078290
ZNF263,ETFB,0.1114962,0.011520581
ZNF263,ETS2,0.3814278,0.282050879
ZNF263,ETV3,0.2310107,0.131300184
ZNF263,BPTF,0.1126705,0.012697441
ZNF263,FBXO28,0.1166740,0.016709836
ZNF263,CTDNEP1,0.2705655,0.170942726
ZNF263,LRRC8B,0.1960088,0.096220640
ZNF263,LEMD3,0.2626815,0.163041239
ZNF263,PPIL2,0.1655078,0.065651968
ZNF263,ABL1,0.3089896,0.209452063
ZNF263,GAMT,0.2830471,0.183452007
ZNF263,ULK3,0.1253810,0.025436193
ZNF263,EDRF1,0.1596382,0.059769340
ZNF263,TIPRL,0.1281320,0.028193258
ZNF263,GART,0.2052897,0.105522106
ZNF263,CNNM1,0.1555426,0.055664624
ZNF263,BRD3OS,0.2351593,0.135457962
ZNF263,TAF5L,0.3282054,0.228710478
ZNF263,GLS2,0.1289607,0.029023783
ZNF263,PAXX,0.1814557,0.081635252
ZNF263,GPX1,0.1919638,0.092166608
ZNF263,GIT1,0.1016678,0.001670389
ZNF263,APBB2,0.1366371,0.036717229
ZNF263,LINC01089,0.1372685,0.037350077
ZNF263,RHOC,0.1758396,0.076006639
ZNF263,LTA4H,0.2381317,0.138437003
ZNF263,SMAD3,0.1657342,0.065878866
ZNF263,MBD1,0.1777056,0.077876872
ZNF263,ARVCF,0.3789552,0.279572796
ZNF263,THAP7-AS1,0.2151912,0.115445616
ZNF263,NFKBIB,0.1983261,0.098543056
ZNF263,NFKBIL1,0.2141889,0.114441024
ZNF263,NPAT,0.1133207,0.013349145
ZNF263,HDDC2,0.2375054,0.137809308
ZNF263,MED15,0.1255823,0.025637882
ZNF263,MPP6,0.1151598,0.015192292
ZNF263,PLAUR,0.3292137,0.229720970
ZNF263,POLR2A,0.1608131,0.060946902
ZNF263,DGCR8,0.1641582,0.064299364
ZNF263,GNB1L,0.2149968,0.115250725
ZNF263,WBP1L,0.1753355,0.075501425
ZNF263,FGGY,0.1850969,0.085284507
ZNF263,MAML3,0.1957803,0.095991575
ZNF263,CENPN,0.2877068,0.188122017
ZNF263,RTN4,0.1887605,0.088956219
ZNF263,SRGAP1,0.1949789,0.095188404
ZNF263,PTPN4,0.2256772,0.125954808
ZNF263,RAP1A,0.1433930,0.043488121
ZNF263,ZFAND3,0.2661194,0.166486755
ZNF263,BCR,0.1358084,0.035886704
ZNF263,CEACAM1,0.2391148,0.139422249
ZNF263,VPS33A,0.1665662,0.066712667
ZNF263,BMPR1A,0.1215503,0.021596968
ZNF263,ITPRID2,0.1478680,0.047973022
ZNF263,PPP1R11,0.1821788,0.082359929
ZNF263,TFDP1,0.1779605,0.078132288
ZNF263,TGIF1,0.2178977,0.118158092
ZNF263,TLR5,0.3359523,0.236474555
ZNF263,TNFRSF1A,0.1319072,0.031976880
ZNF263,TP53,0.1236649,0.023716263
ZNF263,UBTF,0.1863003,0.086490588
ZNF263,C1orf35,0.1346366,0.034712292
ZNF263,RTL10,0.1920260,0.092228976
ZNF263,ZNF668,0.1144319,0.014462728
ZNF263,DNAJC22,0.3781641,0.278779965
ZNF263,ZNF34,0.1087089,0.008727092
ZNF263,TRIM11,0.1214657,0.021512143
ZNF263,LZTR1,0.2659995,0.166366615
ZNF263,DDI2,0.1030718,0.003077455
ZNF263,SLC9A7,0.1819985,0.082179264
ZNF263,TRIM52,0.1815179,0.081697546
ZNF263,PLXDC2,0.1457231,0.045823365
ZNF263,PPM1D,0.1003452,0.000344841
ZNF263,KHSRP,0.3074489,0.207907876
ZNF263,CDK13,0.1812242,0.081403201
ZNF263,SSNA1,0.1713151,0.071472196
ZNF263,EIF3G,0.1389896,0.039074928
ZNF263,DLK1,0.2190720,0.119334952
ZNF263,TOP3B,0.1190549,0.019096054
ZNF263,ACVR1,0.1796272,0.079802676
ZNF263,TRIM41,0.2365651,0.136866840
ZNF263,SLC39A13,0.1408493,0.040938807
ZNF263,XPR1,0.1352061,0.035283076
ZNF263,SNAP29,0.2528091,0.153146949
ZNF263,RNF14,0.1450597,0.045158510
ZNF263,RAB36,0.1216044,0.021651139
ZNF263,HS2ST1,0.1785947,0.078767921
ZNF263,TRIM14,0.1293087,0.029372590
TRIM28,ZNF263,0.1353512,0.035428458
TRIM28,ZNF501,0.1982449,0.098461720
TRIM28,ZNF572,0.1015932,0.001595637
TRIM28,ZNF280B,0.2857640,0.186174898
TRIM28,YDJC,0.2566114,0.156957657
TRIM28,SDF2L1,0.1564559,0.056579974
TRIM28,ABL1,0.1441958,0.044292670
TRIM28,ZNF718,0.1728720,0.073032518
TRIM28,YPEL1,0.1329465,0.033018432
TRIM28,ID3,0.1914604,0.091662097
TRIM28,ST20,0.1495035,0.049612139
TRIM28,PCDH9,0.2299197,0.130206749
TRIM28,PCMT1,0.1839208,0.084105803
TRIM28,TESC,0.3385792,0.239107261
TRIM28,PRKAR2B,0.2198962,0.120161015
TRIM28,ZSCAN31,0.1871845,0.087376717
TRIM28,FAM155A,0.1872148,0.087407079
TRIM28,ASPSCR1,0.2416312,0.141944186
TRIM28,ZNF436,0.1248374,0.024891377
TRIM28,IMMP2L,0.1268731,0.026931573
TRIM28,SNHG3,0.1816863,0.081866368
TRIM28,KRBA1,0.2188357,0.119098125
TRIM28,TOP3B,0.2656370,0.166003268
TRIM28,ZNF300,0.3750121,0.275620962
TRIM28,FANK1,0.3965560,0.297212675
TRIM28,RAB36,0.2267658,0.127045901
TRIM28,TATDN2,0.2088630,0.109103342
TRIM28,CEBPB,0.3905340,0.291177304
TRIM28,ESR1,0.3410141,0.241547626
TRIM28,SERTAD2,0.1613259,0.061460752
TRIM28,SETDB1,0.1917373,0.091939678
TRIM28,VIM,0.1487251,0.048832065
TRIM28,ZNF197,0.1636751,0.063815174
CEBPB,LOC100270746,0.4176214,0.318324791
CEBPB,ABCF2,0.2894651,0.189884271
CEBPB,ARL4A,0.2625118,0.162871150
CEBPB,RASGRP1,0.3344551,0.234974027
CEBPB,ALG3,0.2687018,0.169074872
CEBPB,TRIB1,0.4680088,0.368823969
CEBPB,PRMT5,0.5111130,0.412023831
CEBPB,UBAC1,0.1282251,0.028286524
CEBPB,TIMM44,0.1112974,0.011321271
CEBPB,SEC23A,0.3868956,0.287530834
CEBPB,ATG7,0.2220747,0.122344356
CEBPB,CHL1,0.4676341,0.368448413
CEBPB,KDM5B,0.3020389,0.202485872
CEBPB,ZNF460,0.3253538,0.225852523
CEBPB,USP20,0.6030699,0.504184658
CEBPB,ME3,0.2549755,0.155318133
CEBPB,MRPS30,0.5327872,0.433746108
CEBPB,MLLT11,0.1007602,0.000760695
CEBPB,TBC1D8,0.2599922,0.160345937
CEBPB,EGLN3,0.6513576,0.552579501
CEBPB,SLC25A25,0.2519746,0.152310574
CEBPB,ZBED9,0.7471004,0.648534652
CEBPB,OSBPL10,0.2220747,0.122344356
CEBPB,ACAP3,0.7559720,0.657425949
CEBPB,RFFL,0.1782893,0.078461822
CEBPB,DCUN1D3,0.1261659,0.026222832
CEBPB,AFMID,0.3189936,0.219478210
CEBPB,PUSL1,0.5066626,0.407563512
CEBPB,GOLT1A,0.2348464,0.135144368
CEBPB,NUP35,0.2324762,0.132768922
CEBPB,RBM45,0.7559720,0.657425949
CEBPB,C2orf76,0.4515080,0.352286600
CEBPB,SCLT1,0.2348464,0.135144368
CEBPB,C4orf33,0.2292939,0.129579556
CEBPB,ADM,0.5109352,0.411845615
CEBPB,TMEM37,0.3457354,0.246279362
CEBPB,UBE2F,0.3259500,0.226450056
CEBPB,MDP1,0.2204141,0.120680029
CEBPB,CSTF1,0.2962858,0.196720107
CEBPB,PDIK1L,0.5327872,0.433746108
CEBPB,CTSH,0.5066626,0.407563512
CEBPB,CTSS,0.3468887,0.247435199
CEBPB,ZNF595,0.2689812,0.169354925
CEBPB,TTC39B,0.2606198,0.160974973
CEBPB,DBT,0.3109187,0.211385399
CEBPB,DCN,0.6398164,0.541012656
CEBPB,SDE2,0.3010157,0.201460456
CEBPB,CNST,0.2156299,0.115885218
CEBPB,AKR1C1,0.3887376,0.289376967
CEBPB,TIGD2,0.4129943,0.313687486
CEBPB,AGT,0.1517344,0.051848066
CEBPB,DUSP1,0.1162217,0.016256512
CEBPB,E4F1,0.3003740,0.200817327
CEBPB,C4orf46,0.4129943,0.313687486
CEBPB,EPB41,0.2894651,0.189884271
CEBPB,EPB41L2,0.2625118,0.162871150
CEBPB,ERBB3,0.2879446,0.188360374
CEBPB,ALB,0.3509106,0.251466040
CEBPB,EEF1AKMT1,0.2879446,0.188360374
CEBPB,VWDE,0.1528231,0.052939160
CEBPB,KCTD20,0.2203537,0.120619504
CEBPB,MTF2,0.1007602,0.000760695
CEBPB,KHDC4,0.2220747,0.122344356
CEBPB,RPIA,0.2519746,0.152310574
CEBPB,ALDOC,0.1528231,0.052939160
CEBPB,MYO16,0.3498278,0.250380801
CEBPB,FNBP1,0.2024572,0.102683298
CEBPB,CLASP2,0.1464930,0.046595009
CEBPB,SLC35D1,0.4495051,0.350279215
CEBPB,PSME4,0.1827834,0.082965903
CEBPB,EXOC6B,0.2220747,0.122344356
CEBPB,PPIP5K2,0.1832950,0.083478611
CEBPB,FMO5,0.4749109,0.375741352
CEBPB,KIAA0930,0.2644352,0.164798831
CEBPB,FN1,0.3238834,0.224378870
CEBPB,FNBP4,0.1735865,0.073748559
CEBPB,COTL1,0.1339781,0.034052289
CEBPB,ABCA6,0.3509106,0.251466040
CEBPB,RPL13A,0.1423463,0.042439108
CEBPB,WBP2,0.1578078,0.057934925
CEBPB,ZIM2,0.4830989,0.383947507
CEBPB,SLC7A11,0.5479939,0.448986509
CEBPB,FUT8,0.2398311,0.140140133
CEBPB,GPATCH11,0.2620002,0.162358442
CEBPB,MEIOB,0.4983389,0.399221347
CEBPB,ZNF718,0.8454442,0.747096564
CEBPB,NOL11,0.2195854,0.119849504
CEBPB,TKFC,0.2397707,0.140079608
CEBPB,PCDHB5,0.8454442,0.747096564
CEBPB,AMPD3,0.4057986,0.306475781
CEBPB,PGAP2,0.8475669,0.749224057
CEBPB,GOT1,0.2974526,0.197889472
CEBPB,ANG,0.2136319,0.113882786
CEBPB,COX18,0.5843990,0.485472390
CEBPB,GPX2,0.3319658,0.232479176
CEBPB,CXCL2,0.3294191,0.229926877
CEBPB,GTF2H2,0.1112974,0.011321271
CEBPB,ABT1,0.4251577,0.325877809
CEBPB,UBQLN1,0.1254186,0.025473855
CEBPB,NOP53,0.2697310,0.170106351
CEBPB,HCFC1,0.2013081,0.101531680
CEBPB,HLF,0.6030699,0.504184658
CEBPB,HMOX1,0.8987166,0.800487172
CEBPB,HNRNPF,0.1104687,0.010490746
CEBPB,HNRNPH1,0.2644352,0.164798831
CEBPB,HOXA3,0.2174255,0.117684852
CEBPB,HPN,0.3594307,0.260005005
CEBPB,AGFG2,0.1528231,0.052939160
CEBPB,PRMT1,0.2517741,0.152109620
CEBPB,ICAM2,0.6563423,0.557575266
CEBPB,ID1,0.2920200,0.192444800
CEBPB,ZKSCAN2,0.3468887,0.247435199
CEBPB,APOH,0.2179791,0.118239640
CEBPB,RBPJ,0.1112974,0.011321271
CEBPB,IGSF1,0.6030699,0.504184658
CEBPB,INSIG1,0.1982449,0.098461720
CEBPB,ISG20,0.4571545,0.357945575
CEBPB,ITPR1,0.2908709,0.191293182
CEBPB,KCNH2,0.2154294,0.115684264
CEBPB,MALAT1,0.1683450,0.068495502
CEBPB,GPR153,0.8454442,0.747096564
CEBPB,LIPC,0.2692749,0.169649247
CEBPB,LMO2,0.8475669,0.749224057
CEBPB,CUEDC1,0.3799968,0.280616727
CEBPB,LTBR,0.3109187,0.211385399
CEBPB,LYZ,0.2483092,0.148637018
CEBPB,MGST2,0.1007602,0.000760695
CEBPB,MLH1,0.2697310,0.170106351
CEBPB,MMP19,0.5117942,0.412706502
CEBPB,ASL,0.2398311,0.140140133
CEBPB,MSH2,0.2398311,0.140140133
CEBPB,MYO7A,0.7559720,0.657425949
CEBPB,ATF3,0.2220747,0.122344356
CEBPB,NEK3,0.2879446,0.188360374
CEBPB,NFIL3,0.2469689,0.147293785
CEBPB,NFKBIA,0.1055443,0.005555506
CEBPB,NFX1,0.1007602,0.000760695
CEBPB,PAFAH2,0.4263270,0.327049716
CEBPB,PARD6A,0.2347711,0.135068882
CEBPB,WDPCP,0.8454442,0.747096564
CEBPB,PCK2,0.1007602,0.000760695
CEBPB,TXNDC11,0.1517344,0.051848066
CEBPB,PCMT1,0.1747355,0.074900177
CEBPB,APH1A,0.2220747,0.122344356
CEBPB,INSIG2,0.4571545,0.357945575
CEBPB,SERPINA10,0.2570155,0.157362677
CEBPB,LCMT1,0.2879446,0.188360374
CEBPB,PCF11,0.1287366,0.028799232
CEBPB,MED15,0.3035260,0.203976331
CEBPB,ATP8B1,0.7559720,0.657425949
CEBPB,PIM1,0.9037013,0.805482937
CEBPB,PKLR,0.4189134,0.319619624
CEBPB,PLXNB1,0.3643550,0.264940245
CEBPB,PMAIP1,0.2251983,0.125474841
CEBPB,CXorf40B,0.2687018,0.169074872
CEBPB,POLR2B,0.2143440,0.114596447
CEBPB,LZTFL1,0.3189936,0.219478210
CEBPB,GTPBP2,0.2641725,0.164535477
CEBPB,SPDL1,0.3728874,0.273491593
CEBPB,TESC,0.7559720,0.657425949
CEBPB,FAM118A,0.1558301,0.055952782
CEBPB,ARHGEF10L,0.2274218,0.127703261
CEBPB,YY1AP1,0.1656552,0.065799697
CEBPB,DOCK10,0.6563423,0.557575266
CEBPB,PRKACA,0.4785460,0.379384546
CEBPB,NDC1,0.5109352,0.411845615
CEBPB,POLR3E,0.2243092,0.124583791
CEBPB,CHFR,0.6563423,0.557575266
CEBPB,IFT122,0.2837709,0.184177387
CEBPB,LRIF1,0.1707497,0.070905528
CEBPB,MBNL3,0.3207911,0.221279689
CEBPB,PECR,0.3208867,0.221375529
CEBPB,EAF2,0.3010157,0.201460456
CEBPB,GSDMB,0.4971898,0.398069728
CEBPB,GPRC5C,0.3035260,0.203976331
CEBPB,LIN37,0.6030699,0.504184658
CEBPB,GPCPD1,0.2696706,0.170045826
CEBPB,SLC2A4RG,0.4398509,0.340603625
CEBPB,EMSY,0.6030699,0.504184658
CEBPB,CHPT1,0.5327872,0.433746108
CEBPB,MAN1C1,0.2895206,0.189939875
CEBPB,LYRM1,0.1112370,0.011260747
CEBPB,SLC45A4,0.4276542,0.328379864
CEBPB,HECW2,0.2644352,0.164798831
CEBPB,USP36,0.2405451,0.140855670
CEBPB,QSOX1,0.3039623,0.204413553
CEBPB,VAT1L,0.7559720,0.657425949
CEBPB,NCOA5,0.3350656,0.235585852
CEBPB,PTPN4,0.2879446,0.188360374
CEBPB,TRIB3,0.4495051,0.350279215
CEBPB,PTPN12,0.2292939,0.129579556
CEBPB,CCNB1IP1,0.3015273,0.201973164
CEBPB,PTPRS,0.1093196,0.009339128
CEBPB,CXCL16,0.2374240,0.137727657
CEBPB,PYCR1,0.2284016,0.128685230
CEBPB,KLHL12,0.3275260,0.228029558
CEBPB,RBP4,0.1528231,0.052939160
CEBPB,RGS1,0.8375975,0.739232527
CEBPB,RHD,0.6563423,0.557575266
CEBPB,RNASE1,0.4067428,0.307422098
CEBPB,RNASE4,0.1974162,0.097631195
CEBPB,AGBL5,0.2701882,0.170564596
CEBPB,ACSM3,0.3314272,0.231939382
CEBPB,SCN8A,0.3498278,0.250380801
CEBPB,CEACAM1,0.1989923,0.099210696
CEBPB,RAB17,0.4983389,0.399221347
CEBPB,GMCL1,0.2483092,0.148637018
CEBPB,GZF1,0.3799968,0.280616727
CEBPB,PCNX4,0.1007602,0.000760695
CEBPB,SMYD3,0.3195052,0.219990918
CEBPB,S100PBP,0.2220747,0.122344356
CEBPB,EPS8L2,0.3035260,0.203976331
CEBPB,MRPS15,0.3815938,0.282217252
CEBPB,ACD,0.2644352,0.164798831
CEBPB,KIAA0895L,0.3199279,0.220414583
CEBPB,SLC18A2,0.6735459,0.574816958
CEBPB,LRRC61,0.2596349,0.159987884
CEBPB,STAT5A,0.3140089,0.214482445
CEBPB,STAT5B,0.1948456,0.095054795
CEBPB,SULT1A2,0.3887376,0.289376967
CEBPB,SULT1A1,0.2644352,0.164798831
CEBPB,TCF12,0.6589130,0.560151666
CEBPB,TFPI,0.2518900,0.152225749
CEBPB,THBS1,0.2767842,0.177175178
CEBPB,TPD52L2,0.3295308,0.230038787
CEBPB,TTR,0.2102483,0.110491732
CEBPB,RPL13AP5,0.1339781,0.034052289
CEBPB,MORN2,0.4617029,0.362504118
CEBPB,VIM,0.2243696,0.124644316
CEBPB,ZNF69,0.4489028,0.349675620
CEBPB,ZNF131,0.3035260,0.203976331
CEBPB,ASPSCR1,0.4200321,0.320740880
CEBPB,TRAPPC6A,0.2554950,0.155838779
CEBPB,PRR15L,0.8375975,0.739232527
CEBPB,FBXL15,0.3758408,0.276451487
CEBPB,ABHD16A,0.1423463,0.042439108
CEBPB,FBXO31,0.4571545,0.357945575
CEBPB,CAMKMT,0.2179791,0.118239640
CEBPB,METTL8,0.3003740,0.200817327
CEBPB,HDAC11,0.5109352,0.411845615
CEBPB,PIGZ,0.8454442,0.747096564
CEBPB,DCAF11,0.2428943,0.143210093
CEBPB,SPRY4,0.3275260,0.228029558
CEBPB,CDC7,0.7471004,0.648534652
CEBPB,ARHGAP24,0.5469355,0.447925777
CEBPB,SESN2,0.3509256,0.251481034
CEBPB,CASP9,0.4617029,0.362504118
CEBPB,SGIP1,0.3361409,0.236663595
CEBPB,COQ5,0.3195052,0.219990918
CEBPB,DNAJC30,0.2324762,0.132768922
CEBPB,NR0B2,0.2204141,0.120680029
CEBPB,NSMAF,0.3035260,0.203976331
CEBPB,ABLIM2,0.3699679,0.270565582
CEBPB,SLC9A7,0.1287366,0.028799232
CEBPB,ZNF587,0.1055443,0.005555506
CEBPB,HSH2D,0.6500073,0.551226195
CEBPB,PRPF38A,0.1974162,0.097631195
CEBPB,CBX4,0.2239711,0.124244951
CEBPB,ZCCHC3,0.3259500,0.226450056
CEBPB,ZC3H12C,0.2767842,0.177175178
CEBPB,BHLHE40,0.1528835,0.052999685
CEBPB,CDC14A,0.6006862,0.501795655
CEBPB,RNASET2,0.3030347,0.203483911
CEBPB,AKR1C3,0.7559720,0.657425949
CEBPB,ADAM9,0.3117474,0.212215924
CEBPB,DLK1,0.3739518,0.274558387
CEBPB,BUD31,0.1431750,0.043269633
CEBPB,CCND3,0.3020389,0.202485872
CEBPB,TMEM116,0.4571545,0.357945575
CEBPB,ERI1,0.5469355,0.447925777
CEBPB,ASH2L,0.2292939,0.129579556
CEBPB,PIP4P1,0.2094208,0.109662348
CEBPB,LATS1,0.3758408,0.276451487
CEBPB,UBXN11,0.7942945,0.695833448
CEBPB,ITGB1BP1,0.3764127,0.277024720
CEBPB,ADAMTSL1,0.8454442,0.747096564
CEBPB,ARMC6,0.4189134,0.319619624
CEBPB,SDR42E1,0.5154536,0.416373995
CEBPB,RECQL5,0.3887376,0.289376967
CEBPB,ORMDL3,0.4021599,0.302828974
CEBPB,QKI,0.2697310,0.170106351
CEBPB,CHST10,0.7019125,0.603246484
CEBPB,SLC4A8,0.2458199,0.146142167
CEBPB,ECE2,0.5992242,0.500330438
CEBPB,ACAP1,0.9037013,0.805482937
CEBPB,SPINK1,0.1431750,0.043269633
CEBPB,ZNF711,0.6030699,0.504184658
CEBPB,ZNF608,0.1131937,0.013221867
CEBPB,ZNF428,0.3287021,0.229208262
CEBPB,ZNF217,0.3094252,0.209888587
CEBPB,ZBTB20,0.1735865,0.073748559
CEBPB,WDR81,0.7942945,0.695833448
CEBPB,UHRF1BP1,0.2628802,0.163240353
CEBPB,UBTF,0.1112974,0.011321271
CEBPB,UBE2M,0.1459211,0.046021776
CEBPB,TSPAN1,0.4680088,0.368823969
CEBPB,TRPV1,0.7471004,0.648534652
CEBPB,TRIM66,0.2410753,0.141387125
CEBPB,TRIM26,0.2328477,0.133141201
CEBPB,TRIB2,0.3162415,0.216720004
CEBPB,TNIP1,0.2220747,0.122344356
CEBPB,TMUB1,0.3039623,0.204413553
CEBPB,TMTC2,0.6990299,0.600357567
CEBPB,TLE3,0.2220747,0.122344356
CEBPB,TINAGL1,0.5117942,0.412706502
CEBPB,TIMP2,0.1428579,0.042951816
CEBPB,TIAF1,0.7471004,0.648534652
CEBPB,THRA,0.2074419,0.107679063
CEBPB,TANK,0.1339781,0.034052289
CEBPB,TAF11,0.1371049,0.037186051
CEBPB,SZT2,0.1254186,0.025473855
CEBPB,SYS1-DBNDD2,0.3259500,0.226450056
CEBPB,SYS1,0.3624316,0.263012564
CEBPB,SYBU,0.3605527,0.261129538
CEBPB,STX4,0.4082904,0.308973081
CEBPB,STOML2,0.1545409,0.054660735
CEBPB,STK39,0.5327872,0.433746108
CEBPB,STAT3,0.1423463,0.042439108
CEBPB,SSH2,0.2202136,0.120479076
CEBPB,SNX4,0.2744548,0.174840638
CEBPB,SNORD10,0.2280635,0.128346390
CEBPB,SNORA81,0.3067897,0.207247245
CEBPB,SNORA48,0.6909660,0.592275771
CEBPB,SMARCAD1,0.2968788,0.197314363
CEBPB,SMAD7,0.3344551,0.234974027
CEBPB,SMAD4,0.2118243,0.112071234
CEBPB,SMAD3,0.4452325,0.345997111
CEBPB,SMAD1,0.2958556,0.196288947
CEBPB,SLC39A14,0.3287021,0.229208262
CEBPB,SLC31A1,0.3039623,0.204413553
CEBPB,SLC25A11,0.3605527,0.261129538
CEBPB,SLC16A10,0.3189936,0.219478210
CEBPB,SLC12A5,0.2892338,0.189652421
CEBPB,SKIL,0.1007602,0.000760695
CEBPB,SHPK,0.6909660,0.592275771
CEBPB,SH2D4A,0.6918453,0.593156947
CEBPB,SH2D3C,0.4571545,0.357945575
CEBPB,SETD1B,0.2650457,0.165410656
CEBPB,SDF4,0.2879446,0.188360374
CEBPB,SCRN2,0.6030699,0.504184658
CEBPB,SASH1,0.7208307,0.622206674
CEBPB,RUVBL2,0.4680088,0.368823969
