V2,V4,X,X.1
CEBPB,ZNF460,0.1626459,0.062934046
CEBPB,USP20,0.1476113,0.047830028
CEBPB,ME3,0.3994961,0.300878107
CEBPB,MRPS30,0.2204117,0.120966640
CEBPB,TBC1D8,0.1930573,0.093485960
CEBPB,EGLN3,0.2963080,0.197213415
CEBPB,SLC25A25,0.2924154,0.193302853
CEBPB,OSBPL10,0.2699040,0.170687489
CEBPB,ACAP3,0.2611538,0.161896910
CEBPB,PUSL1,0.1235596,0.023667273
CEBPB,GOLT1A,0.2289670,0.129561420
CEBPB,NUP35,0.1998496,0.100309579
CEBPB,C2orf76,0.4916264,0.393433848
CEBPB,SCLT1,0.2359294,0.136556039
CEBPB,ADM,0.2485031,0.149187817
CEBPB,CSTF1,0.2849896,0.185842815
CEBPB,PDIK1L,0.2249350,0.125510829
CEBPB,CTSH,0.1171160,0.017193883
CEBPB,CTSS,0.4026801,0.304076837
CEBPB,ZNF595,0.1052216,0.005244563
CEBPB,TTC39B,0.3742706,0.275536092
CEBPB,DBT,0.1756724,0.076020738
CEBPB,DCN,0.3606648,0.261867489
CEBPB,SDE2,0.2609083,0.161650243
CEBPB,CNST,0.2367581,0.137388552
CEBPB,AKR1C1,0.2538099,0.154519056
CEBPB,TIGD2,0.1788580,0.079221026
CEBPB,AGT,0.1029862,0.002998853
CEBPB,E4F1,0.3103621,0.211332408
CEBPB,C4orf46,0.3021197,0.203052009
CEBPB,EPB41,0.1365212,0.036688750
CEBPB,ETF1,0.1211947,0.021291424
CEBPB,ALB,0.3635499,0.264765844
CEBPB,EEF1AKMT1,0.2461556,0.146829404
CEBPB,KCTD20,0.2230780,0.123645279
CEBPB,KHDC4,0.4395030,0.341069760
CEBPB,RPIA,0.4094933,0.310921451
CEBPB,MYO16,0.3848607,0.286175116
CEBPB,FNBP1,0.4065962,0.308010943
CEBPB,PLXND1,0.1989647,0.099420624
CEBPB,EXOC6B,0.3069583,0.207912896
CEBPB,FN1,0.2204719,0.121027134
CEBPB,FNBP4,0.1545385,0.054789247
CEBPB,ABCA6,0.2200970,0.120650447
CEBPB,ZIM2,0.3204210,0.221437858
CEBPB,SLC7A11,0.2885026,0.189371957
CEBPB,GPATCH11,0.1187648,0.018850356
CEBPB,MEIOB,0.2485736,0.149258584
CEBPB,ZNF718,0.1565967,0.056856969
CEBPB,TKFC,0.1690907,0.069408652
CEBPB,PCDHB5,0.4455788,0.347173580
CEBPB,AMPD3,0.2598758,0.160613010
CEBPB,PGAP2,0.3032242,0.204161624
CEBPB,GOT1,0.1413054,0.041495043
CEBPB,ANG,0.3485445,0.249691196
CEBPB,COX18,0.2257093,0.126288750
CEBPB,CHMP4A,0.1946585,0.095094515
CEBPB,ABT1,0.2331773,0.133791228
CEBPB,NOP53,0.1036204,0.003636009
CEBPB,SLC40A1,0.1238703,0.023979424
CEBPB,HCFC1,0.1993884,0.099846215
CEBPB,HLF,0.2342930,0.134912085
CEBPB,HNMT,0.2339331,0.134550460
CEBPB,HNRNPF,0.1116664,0.011719169
CEBPB,HNRNPH1,0.1270736,0.027197501
CEBPB,HOXA3,0.2204937,0.121049042
CEBPB,HPN,0.3789015,0.280188439
CEBPB,AGFG2,0.2070569,0.107550128
CEBPB,ICAM2,0.1963563,0.096800107
CEBPB,ZKSCAN2,0.1972595,0.097707551
CEBPB,APOH,0.1168104,0.016886888
CEBPB,IGSF1,0.2069095,0.107402082
CEBPB,ISG20,0.3240655,0.225099136
CEBPB,ITPR1,0.1870697,0.087470697
CEBPB,KCNH2,0.1416258,0.041816906
CEBPB,MALAT1,0.1429066,0.043103598
CEBPB,GPR153,0.3312476,0.232314452
CEBPB,LIPC,0.1422284,0.042422300
CEBPB,CUEDC1,0.3196194,0.220632494
CEBPB,LYZ,0.1881876,0.088593695
CEBPB,MMP19,0.3531601,0.254328060
CEBPB,ASL,0.2556636,0.156381322
CEBPB,MSH2,0.2596433,0.160379460
CEBPB,MYO7A,0.2204937,0.121049042
CEBPB,NDUFS4,0.1108377,0.010886655
CEBPB,NFE2L2,0.1280161,0.028144366
CEBPB,NFX1,0.1174194,0.017498742
CEBPB,NUP98,0.1611797,0.061461092
CEBPB,PCK2,0.3417405,0.242855786
CEBPB,APH1A,0.3464853,0.247622484
CEBPB,INSIG2,0.2556678,0.156385518
CEBPB,MED15,0.2838791,0.184727123
CEBPB,ATP8B1,0.1561371,0.056395171
CEBPB,PGK1,0.1909395,0.091358305
CEBPB,ABCB4,0.2932355,0.194126742
CEBPB,PIM1,0.1382516,0.038427125
CEBPB,PKLR,0.1026801,0.002691317
CEBPB,PLXNB1,0.4879912,0.389781931
CEBPB,CXorf40B,0.2760637,0.176875632
CEBPB,HEATR5B,0.4589200,0.360576466
CEBPB,LZTFL1,0.1864757,0.086873874
CEBPB,GTPBP2,0.2041758,0.104655794
CEBPB,ARHGEF10L,0.3364867,0.237577704
CEBPB,YY1AP1,0.1282770,0.028406470
CEBPB,DOCK10,0.3918737,0.293220539
CEBPB,PRKACA,0.1089204,0.008960435
CEBPB,NDC1,0.3295786,0.230637678
CEBPB,POLR3E,0.2702421,0.171027140
CEBPB,CHFR,0.1799401,0.080308131
CEBPB,IFT122,0.2613622,0.162106302
CEBPB,LRIF1,0.1179329,0.018014558
CEBPB,PECR,0.2384907,0.139129129
CEBPB,EAF2,0.1812342,0.081608237
CEBPB,GSDMB,0.4881031,0.389894292
CEBPB,LIN37,0.1512707,0.051506304
CEBPB,GPCPD1,0.2392283,0.139870185
CEBPB,SLC2A4RG,0.5106929,0.412588456
CEBPB,CHPT1,0.2426914,0.143349223
CEBPB,MAN1C1,0.1235490,0.023656650
CEBPB,HECW2,0.2781815,0.179003287
CEBPB,QSOX1,0.1894854,0.089897505
CEBPB,NCOA5,0.2794934,0.180321150
CEBPB,TRIB3,0.3623966,0.263607239
CEBPB,PTPN12,0.3121183,0.213096789
CEBPB,CCNB1IP1,0.3038951,0.204835584
CEBPB,CXCL16,0.2206894,0.121245622
CEBPB,KLHL12,0.2196936,0.120245192
CEBPB,RGS1,0.2920637,0.192949588
CEBPB,RHD,0.4169438,0.318406384
CEBPB,AGBL5,0.1323150,0.032463138
CEBPB,ACSM3,0.2202322,0.120786279
CEBPB,SCN8A,0.2595587,0.160294432
CEBPB,CEACAM1,0.2770325,0.177848911
CEBPB,PCNX4,0.1977812,0.098231585
CEBPB,S100PBP,0.1362102,0.036376248
CEBPB,EPS8L2,0.4419590,0.343537067
CEBPB,KIAA0895L,0.4988456,0.400686375
CEBPB,LRRC61,0.1916455,0.092067599
CEBPB,ITPRID2,0.1223396,0.022441604
CEBPB,STAT5A,0.2544331,0.155145170
CEBPB,STAT5B,0.3475415,0.248683583
CEBPB,SULT1A2,0.1711240,0.071451279
CEBPB,TCF12,0.1825745,0.082954687
CEBPB,THBS1,0.1758741,0.076223353
CEBPB,TPD52L2,0.1328828,0.033033547
CEBPB,MORN2,0.2901119,0.190988760
CEBPB,ZNHIT2,0.4553989,0.357039111
CEBPB,VIM,0.1171042,0.017182044
CEBPB,PRR15L,0.1493199,0.049546565
CEBPB,FBXL15,0.2394771,0.140120136
CEBPB,FBXO31,0.2216170,0.122177490
CEBPB,METTL8,0.2678614,0.168635500
CEBPB,HDAC11,0.1410548,0.041243212
CEBPB,PIGZ,0.5115232,0.413422619
CEBPB,DCAF11,0.3060752,0.207025789
CEBPB,MAP1LC3B,0.1089162,0.008956239
CEBPB,SPRY4,0.1167931,0.016869543
CEBPB,CDC7,0.3137462,0.214732212
CEBPB,ARHGAP24,0.1390106,0.039189575
CEBPB,SESN2,0.1158819,0.015954142
CEBPB,COQ5,0.4013004,0.302690713
CEBPB,MON1A,0.3230573,0.224086262
CEBPB,ABLIM2,0.1481532,0.048374399
CEBPB,PARD6B,0.2471023,0.147780465
CEBPB,ZNF587,0.1237556,0.023864162
CEBPB,PRPF38A,0.2790624,0.179888221
CEBPB,CBX4,0.1704321,0.070756245
CEBPB,ZC3H12C,0.2697848,0.170567798
CEBPB,BHLHE40,0.1273243,0.027449333
CEBPB,CDC14A,0.1413306,0.041520313
CEBPB,AKR1C3,0.1070021,0.007033303
CEBPB,ADAM9,0.2431486,0.143808565
CEBPB,CCNK,0.2367581,0.137388552
CEBPB,ZSWIM1,0.2768238,0.177639227
CEBPB,ERI1,0.1518981,0.052136647
CEBPB,ADAMTSL1,0.4144463,0.315897309
CEBPB,ARMC6,0.1603592,0.060636827
CEBPB,RECQL5,0.1618715,0.062156125
CEBPB,ORMDL3,0.2476712,0.148352018
CEBPB,QKI,0.1016427,0.001649119
CEBPB,CHST10,0.3708560,0.272105783
CEBPB,SLC4A8,0.1726153,0.072949503
CEBPB,RBM39,0.1493533,0.049580084
CEBPB,ACAP1,0.3271237,0.228171516
CEBPB,ZNF711,0.2071441,0.107637773
CEBPB,ZNF608,0.3622639,0.263473987
CEBPB,ZNF428,0.2531682,0.153874419
CEBPB,ZNF217,0.3855469,0.286864457
CEBPB,WDR81,0.4169438,0.318406384
CEBPB,UHRF1BP1,0.2301284,0.130728242
CEBPB,TSPAN1,0.1861553,0.086552012
CEBPB,TRPV1,0.2074395,0.107934540
CEBPB,TRIM66,0.1277605,0.027887602
CEBPB,TRIB2,0.1844174,0.084806152
CEBPB,TNRC18,0.1781074,0.078466971
CEBPB,TNIP1,0.1856437,0.086038076
CEBPB,TMUB1,0.1092596,0.009301231
CEBPB,TMTC2,0.3168985,0.217899038
CEBPB,TLE3,0.2545238,0.155236307
CEBPB,TINAGL1,0.1086343,0.008673061
CEBPB,THRA,0.1133289,0.013389362
CEBPB,TANK,0.1174757,0.017555215
CEBPB,SYS1-DBNDD2,0.1047310,0.004751701
CEBPB,SYNCRIP,0.1351758,0.035337135
CEBPB,SYBU,0.1663607,0.066666059
CEBPB,SSH2,0.2367019,0.137332079
CEBPB,SNX4,0.1440305,0.044232704
CEBPB,SNORD10,0.2741976,0.175000920
CEBPB,SNORA81,0.1328828,0.033033547
CEBPB,SMAD7,0.2391931,0.139834785
CEBPB,SMAD3,0.1301671,0.030305248
CEBPB,SMAD1,0.1055982,0.005622899
CEBPB,SLC25A11,0.1506425,0.050875225
CEBPB,SLC16A10,0.3458627,0.246997008
CEBPB,SLC12A5,0.2127101,0.113229500
CEBPB,SHPK,0.2105813,0.111090804
CEBPB,SETD2,0.1102021,0.010248095
CEBPB,SETD1B,0.2460187,0.146691923
CEBPB,SDF4,0.2568126,0.157535698
CEBPB,SCRN2,0.1273343,0.027459430
CEBPB,SASH1,0.1658533,0.066156319
CEBPB,RUVBL2,0.2472986,0.147977703
CEBPB,RPS6KB2,0.1336124,0.033766529
CEBPB,RPS6KA5,0.1303582,0.030497260
CEBPB,RNU4ATAC,0.1037606,0.003776774
CEBPB,RNF123,0.1542776,0.054527143
CEBPB,RIC8B,0.2023944,0.102866142
CEBPB,RC3H2,0.1356289,0.035792282
CEBPB,RAVER2,0.1360640,0.036229407
CEBPB,RASSF8,0.2722198,0.173014030
CEBPB,PSME2,0.1567669,0.057027969
CEBPB,PSMC3IP,0.3077536,0.208711891
CEBPB,PSEN1,0.2523999,0.153102575
CEBPB,PRLR,0.4037647,0.305166445
CEBPB,PRG4,0.1001243,0.000123712
CEBPB,PPP3CB,0.1667968,0.067104095
CEBPB,PPP1R3D,0.4103176,0.311749537
CEBPB,POLR3K,0.1144687,0.014534377
CEBPB,PLK3,0.1926556,0.093082355
CEBPB,PIM3,0.3300962,0.231157691
CEBPB,PDGFD,0.3011793,0.202107215
CEBPB,PDE6D,0.1148093,0.014876576
CEBPB,PARP8,0.1547952,0.055047155
CEBPB,TENT4A,0.2957435,0.196646322
CEBPB,PAH,0.3338486,0.234927456
CEBPB,ONECUT2,0.3332230,0.234298957
CEBPB,OLIG1,0.2706772,0.171464265
CEBPB,NPHS1,0.1261006,0.026220026
CEBPB,NHEJ1,0.1474343,0.047652215
CEBPB,MSS51,0.1644082,0.064704504
CEBPB,MIR5047,0.1507680,0.051001347
CEBPB,MIR4647,0.2965579,0.197464510
CEBPB,MIR3652,0.2832686,0.184113833
CEBPB,MIR3064,0.1106885,0.010736729
CEBPB,MIR22,0.1832675,0.083650864
CEBPB,MDC1,0.1066274,0.006656847
CEBPB,MCTP2,0.2155753,0.116107926
CEBPB,MCOLN1,0.1908289,0.091247239
CEBPB,MBD6,0.1852485,0.085641039
CEBPB,MARVELD1,0.2401750,0.140821246
CEBPB,MARK2,0.1689105,0.069227554
CEBPB,MAPKAP1,0.3175812,0.218584935
CEBPB,MAP3K14,0.1623329,0.062619664
CEBPB,MAP3K1,0.1232319,0.023338072
CEBPB,MAP2K6,0.1055982,0.005622899
CEBPB,MANF,0.3156578,0.216652637
CEBPB,MANEA,0.4801968,0.381951514
CEBPB,LZTR1,0.1170857,0.017163449
CEBPB,LRSAM1,0.3979168,0.299291539
CEBPB,LRRC36,0.2597592,0.160495867
CEBPB,LRRC10B,0.2831318,0.183976352
CEBPB,LOC646903,0.1704310,0.070755101
CEBPB,TMEM178B,0.1068279,0.006858282
CEBPB,KLHL7,0.2947889,0.195687304
CEBPB,KLHDC9,0.2075647,0.108060335
CEBPB,CIPC,0.1090563,0.009097004
CEBPB,KIAA0319L,0.2000802,0.100541249
CEBPB,IRAK1BP1,0.1527410,0.052983431
CEBPB,IRAK1,0.1639861,0.064280495
CEBPB,CXCL8,0.2409048,0.141554406
CEBPB,IL18BP,0.3443291,0.245456345
CEBPB,IFT43,0.1346643,0.034823199
CEBPB,ICAM1,0.1089764,0.009016725
CEBPB,HOPX,0.1351758,0.035337135
CEBPB,HDAC9,0.2702421,0.171027140
CEBPB,HDAC8,0.1264956,0.026616819
CEBPB,LARGE2,0.2745690,0.175374091
CEBPB,ADGRF3,0.2594489,0.160184102
CEBPB,G0S2,0.4113820,0.312818885
CEBPB,FXR2,0.2700959,0.170880299
CEBPB,FUT1,0.2179725,0.118516211
CEBPB,FOXQ1,0.1268557,0.026978592
CEBPB,VLDLR-AS1,0.1427858,0.042982258
CEBPB,FHIT,0.2224457,0.123010003
CEBPB,FBXO22,0.1485246,0.048747570
CEBPB,FASTK,0.3666977,0.267928184
CEBPB,FANCL,0.2825768,0.183418800
CEBPB,DNAJC5,0.3457380,0.246871714
CEBPB,DLC1,0.2635739,0.164328146
CEBPB,DLAT,0.1417356,0.041927236
CEBPB,DENND2D,0.2367581,0.137388552
CEBPB,DACH2,0.2705019,0.171288133
CEBPB,CSNK2A2,0.1588111,0.059081605
CEBPB,CREB5,0.1020729,0.002081311
CEBPB,CELF3,0.1343490,0.034506502
CEBPB,CDNF,0.3531601,0.254328060
CEBPB,CD68,0.1565121,0.056771941
CEBPB,CCNA2,0.3665313,0.267761089
CEBPB,CCDC34,0.1647083,0.065005964
CEBPB,CAPZA2,0.1515920,0.051829078
CEBPB,C6orf136,0.2216713,0.122232083
CEBPB,C2CD2,0.3167784,0.217778404
CEBPB,BCORL1,0.3846921,0.286005760
CEBPB,BBIP1,0.1460353,0.046246744
CEBPB,BAHD1,0.2923028,0.193189763
CEBPB,ATG4B,0.3364867,0.237577704
CEBPB,ATAD2,0.3091106,0.210075214
CEBPB,ASGR1,0.2806711,0.181504325
CEBPB,ARID5B,0.1060503,0.006077077
CEBPB,ANKRD13D,0.2205838,0.121139520
CEBPB,ALDH3A2,0.1211141,0.021210417
CEBPB,ADRB2,0.4103176,0.311749537
CEBPB,ACVR1,0.3772484,0.278527640
CEBPB,ABL2,0.1751004,0.075446132
CEBPB,ABCG1,0.1545385,0.054789247
CEBPB,ABCB8,0.2656288,0.166392583
CEBPB,CEBPD,0.3077692,0.208727621
CEBPB,CEBPG,0.1539605,0.054208565
CEBPB,EGR1,0.2783443,0.179166774
CEBPB,HMGA1,0.3500600,0.251213732
CEBPB,MYC,0.2838523,0.184700254
CEBPB,PTGES2,0.2274243,0.128011655
CEBPB,RB1,0.1154468,0.015517017
CEBPB,SMARCB1,0.2351007,0.135723525
CEBPB,SP1,0.1891060,0.089516377
CEBPB,TRIM28,0.1361498,0.036315579
CTCF,PPIF,0.1339454,0.034101015
CTCF,ALG3,0.1096283,0.009671609
CTCF,TRIB1,0.1066817,0.006711440
CTCF,STAG1,0.1357529,0.035916905
CTCF,TAB1,0.1361589,0.036324740
