V2,V4,X
ZNF263,GGPS1,3.325498e-03
ZNF263,HOMER1,6.372183e-03
ZNF263,BAG3,1.637112e-02
ZNF263,RNF14,1.931771e-01
ZNF263,RAB36,1.113415e-02
ZNF263,PPM1F,2.227347e-01
ZNF263,HS2ST1,1.562506e-01
ZNF263,PDE4DIP,3.887823e-02
ZNF263,KMT2B,2.096158e-03
ZNF263,MATR3,1.215935e-02
ZNF263,TRIM14,2.500592e-02
ZNF263,MRC2,1.238839e-01
TRIM28,GPC6,6.708272e-02
TRIM28,ZNF263,5.825091e-02
TRIM28,TXNRD2,7.371234e-02
TRIM28,MAPRE2,1.483851e-01
TRIM28,RCC1,2.440085e-01
TRIM28,COMT,2.647217e-01
TRIM28,CRKL,1.357673e-02
TRIM28,ZNF280B,1.060718e-01
TRIM28,YDJC,1.319329e-01
TRIM28,ZNF595,2.113611e-01
TRIM28,RBM33,1.276129e-02
TRIM28,FABP3,1.256530e-01
TRIM28,GPC5,9.783594e-02
TRIM28,SDF2L1,4.741364e-02
TRIM28,PPIL2,1.062748e-01
TRIM28,ABL1,1.511246e-01
TRIM28,ZNF718,7.286420e-02
TRIM28,RSPH14,6.439726e-03
TRIM28,YPEL1,1.085674e-01
TRIM28,IRF2BP2,1.120447e-01
TRIM28,MKLN1,2.630871e-02
TRIM28,MTTP,5.748865e-02
TRIM28,PCDH9,8.366778e-02
TRIM28,PCMT1,2.047140e-01
TRIM28,PIK3CB,5.243383e-02
TRIM28,PI4KA,5.630121e-02
TRIM28,TESC,1.939110e-01
TRIM28,ARHGEF10L,1.884877e-01
TRIM28,ANKRD30BL,3.230802e-02
TRIM28,NBPF1,1.947013e-02
TRIM28,PRKAR2B,7.684881e-02
TRIM28,MAPK1,1.237303e-01
TRIM28,BCR,4.651622e-02
TRIM28,ZSCAN31,1.977635e-01
TRIM28,MRPL40,1.661153e-01
TRIM28,TLE4,1.007836e-01
TRIM28,FAM155A,1.660418e-02
TRIM28,HIRA,7.025295e-02
TRIM28,ASPSCR1,1.583450e-01
TRIM28,NUP214,1.801212e-02
TRIM28,AIF1L,4.197258e-02
TRIM28,IMMP2L,9.269469e-02
TRIM28,KRBA1,4.492976e-03
TRIM28,TOP3B,1.308656e-01
TRIM28,FANK1,3.764275e-02
TRIM28,SNAP29,2.488219e-01
TRIM28,SEC22B,1.414876e-01
TRIM28,RAB36,1.656893e-02
TRIM28,PDE4DIP,1.062903e-01
TRIM28,CBX1,3.673442e-02
TRIM28,CBX3,1.991887e-01
TRIM28,CBX5,6.309961e-02
TRIM28,CEBPB,1.350657e-01
TRIM28,CHD3,7.749971e-02
